URL,Performance Score,Speed Index (s),LCP (s),INP (ms),CLS,Waktu Pengukuran
https://www.kampunginggris.id/materi-materi-grammar-ini-sering-diajukan-tes-toefl,76.0,1.59,1.25,0,0.546,2025-03-25 09:31:17
https://www.kampunginggris.id/materi-les-bahasa-inggris-untuk-usia-anak-tk,71.0,1.56,1.19,0,0.553,2025-03-25 09:31:53
https://www.kampunginggris.id/materi-les-bahasa-inggris-untuk-kamu-anak-kelas-7-9,90.0,1.54,1.36,0,0.167,2025-03-25 09:32:31
https://www.kampunginggris.id/gunakan-materi-ini-untuk-si-buah-hati-belajar-bahasa-inggris-lebih-mudah,60.0,1.3,1.04,0,0.632,2025-03-25 09:33:07
https://www.kampunginggris.id/berpendapat-dalam-bahasa-inggris,90.0,1.27,1.17,0,0.161,2025-03-25 09:33:43
https://www.kampunginggris.id/materi-belajar-bahasa-inggris-yang-cocok-untuk-anak-kelas-3-sd-terbaru,75.0,1.15,0.99,0,0.598,2025-03-25 09:34:20
https://www.kampunginggris.id/materi-yang-cocok-untuk-belajar-bahasa-inggris-anak-kelas-2-sd-terbaru,69.0,1.18,1.02,0,0.998,2025-03-25 09:35:00
https://www.kampunginggris.id/materi-les-bahasa-inggris-untuk-usia-anak-sd,71.0,2.05,1.6,0,0.425,2025-03-25 09:35:48
https://www.kampunginggris.id/materi-bahasa-inggris-untuk-anak-sd-kelas-2,65.0,2.51,2.13,0,0.413,2025-03-25 09:36:27
https://www.kampunginggris.id/lengkap-materi-bahasa-inggris-untuk-anak-sd-kelas-2,81.0,1.51,1.34,0,0.41,2025-03-25 09:37:04
https://www.kampunginggris.id/terbaru-materi-yang-cocok-untuk-belajar-bahasa-inggris-anak-kelas-6-sd,66.0,1.51,1.35,0,1.653,2025-03-25 09:37:40
https://www.kampunginggris.id/materi-bahasa-inggris-untuk-anak-sd-kelas-6,73.0,1.25,1.08,0,1.664,2025-03-25 09:38:15
https://www.kampunginggris.id/cara-menulis-cv-dan-resume-dalam-bahasa-inggris-lengkap-dengan-contohnya,73.0,1.47,0.96,0,0.421,2025-03-25 09:38:57
https://www.kampunginggris.id/pengertian-continuous-tense-disertai-rumus-dan-contoh,68.0,2.28,1.59,0,0.885,2025-03-25 09:39:35
https://www.kampunginggris.id/pengertian-jenis-dan-contoh-adverb-dalam-bahasa-inggris,71.0,1.35,1.16,0,0.585,2025-03-25 09:40:11
https://www.kampunginggris.id/simple-present-tense-rumus-dan-contohnya,77.0,1.72,1.51,0,0.569,2025-03-25 09:40:48
https://www.kampunginggris.id/jenis-dan-contoh-surat-bahasa-inggris-dan-bahasanya,81.0,1.18,0.96,0,0.307,2025-03-25 09:41:24
https://www.kampunginggris.id/pengertian-irregular-verb-dan-contoh-kalimat,75.0,1.56,1.34,0,0.931,2025-03-25 09:42:00
https://www.kampunginggris.id/warna-dalam-bahasa-inggris-dan-penggunaan-kosa-katanya,81.0,1.77,1.57,0,0.37,2025-03-25 09:42:36
https://www.kampunginggris.id/cara-membuat-kalimat-tanya-dalam-bahasa-inggris,75.0,1.75,1.46,0,0.744,2025-03-25 09:43:18
https://www.kampunginggris.id/tempat-kursus-bahasa-inggris-di-kampung-inggris-pare,77.0,1.39,1.2,0,0.634,2025-03-25 09:43:54
https://www.kampunginggris.id/tips-memilih-tempat-kursus-bahasa-inggris,75.0,1.35,1.18,0,0.769,2025-03-25 09:44:31
https://www.kampunginggris.id/bahasa-inggris-puasa,76.0,1.23,1.06,0,0.731,2025-03-25 09:45:07
https://www.kampunginggris.id/dialog-reservation-dalam-bahasa-inggris,75.0,1.62,1.36,0,1.245,2025-03-25 09:45:43
https://www.kampunginggris.id/ucapan-valentine-yang-menyentuh-hati,75.0,1.2,0.96,0,1.203,2025-03-25 09:46:18
https://www.kampunginggris.id/nama-nama-benda-dalam-bahasa-inggris,75.0,1.17,1.0,0,0.98,2025-03-25 09:46:54
https://www.kampunginggris.id/pidato-bahasa-inggris-singkat-tentang-semangat-belajar,76.0,1.6,1.4,0,0.685,2025-03-25 09:47:30
https://www.kampunginggris.id/motto-hidup-dalam-bahasa-inggris,94.0,1.54,1.35,0,0.15,2025-03-25 09:48:07
https://www.kampunginggris.id/liburan-asik-di-kampung-inggris-pare,77.0,4.62,1.39,0,0.396,2025-03-25 09:48:49
https://www.kampunginggris.id/candi-tegowangi-wisata-sejarah-penuh-pesona-kampung-inggris-pare,85.0,1.47,1.23,0,0.243,2025-03-25 09:49:26
https://www.kampunginggris.id/rute-ke-kampung-inggris,78.0,1.48,1.85,0,0.458,2025-03-25 09:50:08
https://www.kampunginggris.id/panduan-transportasi-ke-kampung-inggris-dengan-kereta-api,78.0,1.52,2.0,0,0.452,2025-03-25 09:50:45
https://www.kampunginggris.id/tentang-kampung-inggris-gambaran-umum-dan-sejarah,84.0,1.39,1.31,0,0.306,2025-03-25 09:51:22
https://www.kampunginggris.id/tempat-liburan-yang-asik-di-sekitar-kampung-inggris,75.0,1.38,2.63,0,0.533,2025-03-25 09:51:57
https://www.kampunginggris.id/daftar-camp-lc-kampung-inggris-pare,72.0,1.23,0.97,0,0.49,2025-03-25 09:52:34
https://www.kampunginggris.id/program-dan-biaya-kampung-inggris,92.0,2.61,2.55,0,0,2025-03-25 09:53:29
https://www.kampunginggris.id/tempat-kursus-bahasa-inggris-terbaik-di-indonesia,72.0,2.6,2.18,0,0.743,2025-03-25 09:54:11
https://www.kampunginggris.id/tempat-refreshing-di-kampung-inggris,76.0,2.06,1.65,0,0.688,2025-03-25 09:54:48
https://www.kampunginggris.id/tempat-kursus-bahasa-inggris-di-pare,71.0,1.58,1.33,0,0.722,2025-03-25 09:55:24
https://www.kampunginggris.id/kursus-singkat-bahasa-inggris,75.0,1.2,1.0,0,1.084,2025-03-25 09:56:00
https://www.kampunginggris.id/kursus-singkat-di-kampung-inggris,61.0,1.73,1.32,0,1.167,2025-03-25 09:56:36
https://www.kampunginggris.id/kost-di-kampung-inggris,74.0,1.32,1.05,0,2.446,2025-03-25 09:57:14
https://www.kampunginggris.id/6-budaya-unik-di-kampung-inggris,80.0,1.63,1.23,0,0.412,2025-03-25 09:57:52
https://www.kampunginggris.id/budaya-ngobrol-bahasa-inggris-di-pare-kampung-inggris,77.0,1.85,3.01,0,0.301,2025-03-25 09:58:28
https://www.kampunginggris.id/hotel-hotel-di-kampung-inggris-pare,89.0,1.5,1.3,0,0.213,2025-03-25 09:59:03
https://www.kampunginggris.id/rekomendasi-tempat-berburu-oleh-oleh-khas-kampung-inggris-pare,86.0,1.62,2.61,0,0.184,2025-03-25 09:59:38
https://www.kampunginggris.id/biaya-kampung-inggris-pare,71.0,2.03,2.99,0,0.515,2025-03-25 10:00:15
https://www.kampunginggris.id/perkiraan-budget-selama-sebulan-di-kampung-inggris-pare,75.0,1.65,2.47,0,0.524,2025-03-25 10:00:50
https://www.kampunginggris.id/kampung-inggris-pare-kampung-spesial-dengan-fasilitas-oke-biaya-hidup-murah,73.0,1.81,2.86,0,0.503,2025-03-25 10:01:26
https://www.kampunginggris.id/alamat-lokasi-dan-peta-kampung-inggris,87.0,1.28,1.07,0,0.215,2025-03-25 10:02:03
https://www.kampunginggris.id/info-penting-kampung-inggris,72.0,1.97,1.15,0,2.672,2025-03-25 10:02:41
https://www.kampunginggris.id/memilih-tempat-tinggal-di-kampung-inggris-camp-atau-kos,98.0,1.93,1.8,0,0.057,2025-03-25 10:03:18
https://www.kampunginggris.id/informasi-lengkap-program-belajar-bahasa-inggris-akhir-tahun-kampung-inggris,79.0,1.4,1.2,0,0.477,2025-03-25 10:03:56
https://www.kampunginggris.id/hal-hal-yang-perlu-kamu-perhatikan-ketika-ingin-menyewa-sepeda-di-kampung-inggris,77.0,1.39,1.73,0,0.524,2025-03-25 10:04:32
https://www.kampunginggris.id/skill-bahasa-inggris-gitu-gitu-aja-improve-belajar-di-kampung-inggris,81.0,1.46,1.25,0,0.333,2025-03-25 10:05:06
https://www.kampunginggris.id/suasana-liburan-desember-di-kampung-inggris-pare,93.0,1.15,1.51,0,0.159,2025-03-25 10:05:42
https://www.kampunginggris.id/durasi-program-kampung-inggris-pare,85.0,1.36,1.1,0,0.298,2025-03-25 10:06:17
https://www.kampunginggris.id/kampung-inggris-pare-udah-gak-aman-benarkah,95.0,1.74,1.4,0,0.13,2025-03-25 10:06:52
https://www.kampunginggris.id/hal-hal-yang-akan-kamu-rindukan-dari-kampung-inggris-pare,95.0,1.88,1.64,0,0.112,2025-03-25 10:07:32
https://www.kampunginggris.id/fakta-unik-kampung-inggris-kediri,74.0,1.58,1.28,0,2.067,2025-03-25 10:08:08
https://www.kampunginggris.id/kampung-inggris-online-belajar-bahasa-inggris-dirumahaja,84.0,2.35,1.67,0,0.169,2025-03-25 10:08:43
https://www.kampunginggris.id/lebaran-di-kampung-inggris-pare,91.0,1.6,1.4,0,0.192,2025-03-25 10:09:21
https://www.kampunginggris.id/kampung-inggris-kampung-intelektual,91.0,2.86,2.08,0,0.113,2025-03-25 10:09:59
https://www.kampunginggris.id/menggunakan-sepedah-di-kampung-inggris-haruskah,91.0,1.49,1.27,0,0.193,2025-03-25 10:10:37
https://www.kampunginggris.id/kampung-inggris-pare-belajar-bahasa-inggris-belajar-berbagai-macam-budaya,74.0,2.45,1.99,0,0.409,2025-03-25 10:11:13
https://www.kampunginggris.id/kampung-inggris-pare-kediri-dan-kearifan-lokalnya,80.0,1.76,2.62,0,0.198,2025-03-25 10:11:51
https://www.kampunginggris.id/kampung-inggris-tempat-kursus-bahasa-inggris-cepat-dan-murah,80.0,2.14,2.93,0,0.134,2025-03-25 10:12:29
https://www.kampunginggris.id/kampung-inggris-pare,99.0,1.25,0.99,0,0.056,2025-03-25 10:13:01
https://www.kampunginggris.id/awardee-toefl-training-lc-kampung-inggris-pare-annisa-intan-pratiwi-from-tegal,93.0,1.46,2.47,0,0.113,2025-03-25 10:13:36
https://www.kampunginggris.id/aku-bakal-lanjut-balik-ke-lc-ricco-prayoga-from-banten,92.0,1.65,1.35,0,0.144,2025-03-25 10:14:14
https://www.kampunginggris.id/pengajaran-para-tutor-enjoy-banget-jadi-bikin-nyaman-untuk-belajar-di-lc-ficha-gita-s-from-depok,96.0,1.83,1.55,0,0.106,2025-03-25 10:14:48
https://www.kampunginggris.id/terimakasih-lc-sudah-memberikan-kesempatan-belajar-yang-luar-biasa-rabiatul-adawaiyah-from-padang,97.0,1.76,1.54,0,0.085,2025-03-25 10:15:24
https://www.kampunginggris.id/nyaman-banget-belajar-di-lc-cita-dani-apriyanti-from-lampung,95.0,1.31,1.14,0,0.135,2025-03-25 10:15:57
https://www.kampunginggris.id/pendekatan-tutor-dengan-murid-sangat-asik-afryan-ariesta-a-s-from-mojokerto,95.0,1.77,1.51,0,0.114,2025-03-25 10:16:30
https://www.kampunginggris.id/seneng-banget-bisa-belajar-di-lc-dan-next-bakal-ke-lc-lagi-alluvia-haliza-from-samarinda,95.0,1.29,1.09,0,0.105,2025-03-25 10:17:05
https://www.kampunginggris.id/saya-yang-baru-banget-belajar-bahasa-inggris-merasa-sangat-terbantu-setelah-belajar-di-lc-nur-malita-from-wakatobi,99.0,1.39,1.23,0,0.056,2025-03-25 10:17:41
https://www.kampunginggris.id/awardee-toefl-training-lc-kampung-inggris-pare-rahma-melisha-from-padang,97.0,1.73,1.46,0,0.1,2025-03-25 10:18:17
https://www.kampunginggris.id/belajar-bahasa-inggris-jadi-lebih-mudah-mega-aprilia-from-nganjuk,96.0,1.41,1.14,0,0.115,2025-03-25 10:18:53
https://www.kampunginggris.id/testimoni-dwi-putra-from-kendari,94.0,1.99,1.51,0,0.129,2025-03-25 10:19:28
https://www.kampunginggris.id/kita-gak-cuma-belajar-di-kelas-saja-tapi-bisa-dimanapun-dian-anggy-from-medan,85.0,1.86,1.44,0,0.092,2025-03-25 10:20:04
https://www.kampunginggris.id/bukan-cuma-dapet-bahasa-inggris-tapi-jadi-makin-pd-tampil-di-depan-umum-alyaa-hanifaturrifdah-asal-sukabumi,95.0,1.49,1.27,0,0.09,2025-03-25 10:20:41
https://www.kampunginggris.id/testimoni-dofandya-sukur-from-ambon,95.0,1.27,1.11,0,0.088,2025-03-25 10:21:17
https://www.kampunginggris.id/metode-pembelajaran-yang-asyik-jadi-membuat-materi-lebih-mudah-dimengerti-resania-arin-from-bekasi,93.0,1.16,0.98,0,0.106,2025-03-25 10:21:54
https://www.kampunginggris.id/teacher-dan-teman-teman-di-sini-gokil-dan-seru-banget-della-febriyan-from-banyuwangi,95.0,1.73,1.48,0,0.13,2025-03-25 10:22:31
https://www.kampunginggris.id/selama-di-lc-saya-mendapatkan-banyak-ilmu-dan-berbagai-pengalaman-catra-ananda-from-gresik,95.0,1.61,1.44,0,0.12,2025-03-25 10:23:07
https://www.kampunginggris.id/testimoni-kampung-inggris-pare-ambiya-dimas-from-sorong,94.0,1.28,1.12,0,0.121,2025-03-25 10:23:42
https://www.kampunginggris.id/testimoni-kampung-inggris-lc-pramono-setyo-from-yogyakarta,94.0,1.22,1.05,0,0.14,2025-03-25 10:24:17
https://www.kampunginggris.id/belajar-di-lc-kampung-inggris-bagas-pangestu-from-bandung,96.0,1.49,1.31,0,0.102,2025-03-25 10:24:55
https://www.kampunginggris.id/belajar-bahasa-inggris-nggak-harus-mahal,88.0,1.5,1.33,0,0.039,2025-03-25 10:25:32
https://www.kampunginggris.id/informasi-pendaftaran-kampung-inggris-periode-oktober-2018,90.0,2.0,1.64,0,0.111,2025-03-25 10:26:12
https://www.kampunginggris.id/mengenali-dan-memahami-rhetorical-device-simile,90.0,1.9,1.62,0,0.157,2025-03-25 10:26:50
https://www.kampunginggris.id/pengertian-short-functional-text-beserta-contohnya,86.0,1.41,1.22,0,0.231,2025-03-25 10:27:29
https://www.kampunginggris.id/idiom-tentang-nama-hewan-dalam-bahasa-inggris,72.0,2.12,1.68,0,1.66,2025-03-25 10:28:05
https://www.kampunginggris.id/25-contoh-dialog-expressing-sympathy-singkat-dalam-bahasa-inggris,97.0,1.1,0.99,0,0.084,2025-03-25 10:28:43
https://www.kampunginggris.id/mengenal-struktur-narrative-text-dalam-bahasa-inggris-2,70.0,1.72,1.43,0,0.551,2025-03-25 10:29:21
https://www.kampunginggris.id/mengenal-pengertian-dan-fungsi-supporting-sentence,77.0,1.45,1.25,0,0.463,2025-03-25 10:29:57
https://www.kampunginggris.id/cara-memulai-topik-pembicaraan-di-chat-dengan-bahasa-inggris,79.0,1.12,0.99,0,0.355,2025-03-25 10:30:33
https://www.kampunginggris.id/isi-libur-lebaran-dengan-belajar-english-berkualitas-bersama-lc-kampung-inggris,94.0,1.77,1.41,0,0.13,2025-03-25 10:31:10
https://www.kampunginggris.id/contoh-naskah-interview-dalam-bahasa-inggris-dan-artinya,98.0,1.0,0.89,0,0.068,2025-03-25 10:31:46
https://www.kampunginggris.id/pengertian-perfect-continuous-tense-disertai-rumus-dan-contoh,80.0,2.08,1.86,0,0.309,2025-03-25 10:32:21
https://www.kampunginggris.id/mengenal-modal-verb-melalui-fungsi-dan-kegunaannya,83.0,1.66,1.24,0,0.16,2025-03-25 10:32:58
https://www.kampunginggris.id/tips-dan-cara-menulis-lamaran-kerja-berbahasa-inggris,93.0,1.25,1.76,0,0.116,2025-03-25 10:33:35
https://www.kampunginggris.id/kosakata-bahasa-inggris-untuk-perhotelan-dan-tourism,83.0,1.5,1.17,0,0.23,2025-03-25 10:34:10
https://www.kampunginggris.id/penggunaan-may-dan-might-dan-contohnya,86.0,1.26,1.1,0,0.263,2025-03-25 10:34:47
https://www.kampunginggris.id/informasi-pendaftaran-kampung-inggris-periode-mei-2018,88.0,1.42,2.31,0,0.197,2025-03-25 10:35:24
https://www.kampunginggris.id/outing-class-desember-ceria-di-simpang-lima-gumul,84.0,1.49,1.24,0,0.133,2025-03-25 10:36:00
https://www.kampunginggris.id/penjelasan-dan-contoh-surat-tidak-resmi-dalam-bahasa-inggris,63.0,1.85,1.5,0,0.51,2025-03-25 10:36:38
https://www.kampunginggris.id/cara-bilang-pernah-dan-tidak-pernah-dalam-bahasa-inggris,82.0,2.01,2.81,0,0.242,2025-03-25 10:37:17
https://www.kampunginggris.id/job-vocabulary-list,89.0,1.52,1.24,0,0.172,2025-03-25 10:37:55
https://www.kampunginggris.id/cara-mendeskripsikan-tempat-dalam-bahasa-inggris-disertai-contoh,78.0,1.15,0.99,0,0.499,2025-03-25 10:38:31
https://www.kampunginggris.id/made-of-vs-made-from,73.0,2.98,3.96,0,0.171,2025-03-25 10:39:09
https://www.kampunginggris.id/contoh-grammar-dasar-bahasa-inggris-yang-harus-dipahami,89.0,1.64,1.45,0,0.202,2025-03-25 10:39:46
https://www.kampunginggris.id/penggunaan-receive-dan-accept-dalam-bahasa-inggris,86.0,2.06,1.88,0,0.241,2025-03-25 10:40:23
https://www.kampunginggris.id/ejaan-bahasa-inggris-beserta-pengucapannya-di-dalam-kata-kata,98.0,1.58,1.41,0,0.073,2025-03-25 10:40:59
https://www.kampunginggris.id/tips-percakapan-telepon-bahasa-inggris-yang-musti-kamu-tahu,89.0,2.67,2.48,0,0.126,2025-03-25 10:41:36
https://www.kampunginggris.id/3-contoh-percakapan-bahasa-inggris-singkat-beserta-artinya,84.0,2.86,2.24,0,0.212,2025-03-25 10:42:17
https://www.kampunginggris.id/contoh-kalimat-causative-verb-dalam-bahasa-inggris,81.0,1.11,0.96,0,0.381,2025-03-25 10:42:54
https://www.kampunginggris.id/mengerti-perbedaan-will-dan-going-to-dalam-kalimat-di-masa-depan,74.0,1.94,1.67,0,1.385,2025-03-25 10:43:30
https://www.kampunginggris.id/cara-menumbuhkan-passion-dalam-belajar-bahasa-inggris,87.0,1.35,1.17,0,0.207,2025-03-25 10:44:06
https://www.kampunginggris.id/kursus-bahasa-inggris-untuk-smp,98.0,1.68,1.45,0,0.079,2025-03-25 10:44:42
https://www.kampunginggris.id/meski-sudah-jadi-mahasiswa-bahasa-inggris-harus-terus-di-upgrade,75.0,1.19,1.02,0,1.022,2025-03-25 10:45:18
https://www.kampunginggris.id/intip-gambaran-tes-toeic-yang-akan-kamu-hadapi-biar-tidak-kaget,95.0,1.74,1.67,0,0.012,2025-03-25 10:45:54
https://www.kampunginggris.id/perbedaan-gerund-dan-present-participle,77.0,1.65,1.44,0,0.611,2025-03-25 10:46:31
https://www.kampunginggris.id/apa-itu-vice-versa,75.0,1.65,2.34,0,0.501,2025-03-25 10:47:05
https://www.kampunginggris.id/holiday-atau-vacation,90.0,1.35,1.15,0,0.19,2025-03-25 10:47:39
https://www.kampunginggris.id/cara-mendeskripsikan-orang-dalam-bahasa-inggris-dan-contohnya,76.0,2.62,2.44,0,0.365,2025-03-25 10:48:17
https://www.kampunginggris.id/cara-daftar-kampung-inggris-pare,82.0,1.6,1.29,0,0.364,2025-03-25 10:48:53
https://www.kampunginggris.id/garuda-park-tempat-belajar-dan-bersantai-asik-yang-wajib-kamu-singgahi-ketika-berada-di-kampung-inggris-pare,92.0,1.49,2.47,0,0.131,2025-03-25 10:49:28
https://www.kampunginggris.id/kosakata-bahasa-inggris-paling-imut,84.0,1.12,0.99,0,0.307,2025-03-25 10:50:04
https://www.kampunginggris.id/cara-meningkatkan-writing-skills,76.0,1.19,0.94,0,0.85,2025-03-25 10:50:40
https://www.kampunginggris.id/perbedaan-dan-persamaan-spesifik-penggunaan-just-only,85.0,1.8,1.61,0,0.279,2025-03-25 10:51:17
https://www.kampunginggris.id/cara-cepat-belajar-bahasa-inggris-untuk-pemula,74.0,2.03,1.7,0,0.851,2025-03-25 10:51:54
https://www.kampunginggris.id/tips-memilih-materi-public-speaking,93.0,1.74,1.45,0,0.152,2025-03-25 10:52:32
https://www.kampunginggris.id/percakapan-bahasa-inggris-sehari-hari,90.0,1.14,0.95,0,0.196,2025-03-25 10:53:09
https://www.kampunginggris.id/website-belajar-bahasa-inggris-otodidak,67.0,1.95,1.68,0,0.663,2025-03-25 10:53:44
https://www.kampunginggris.id/pengertian-dan-contoh-kalimat-appositive-phrase-dalam-bahasa-inggris,85.0,1.26,1.03,0,0.23,2025-03-25 10:54:18
https://www.kampunginggris.id/interjection,71.0,1.96,1.56,0,0.351,2025-03-25 10:54:56
https://www.kampunginggris.id/sudah-semahir-apakah-bahasa-inggrismu-tingkatkan-kemampuan-bahasa-inggris,85.0,1.34,1.19,0,0.285,2025-03-25 10:55:31
https://www.kampunginggris.id/ketahui-cara-menggunakan-enough-dan-too,89.0,1.65,1.49,0,0.203,2025-03-25 10:56:07
https://www.kampunginggris.id/meningkatkan-kemampuan-oral-bahasa-inggris,88.0,1.61,1.45,0,0.212,2025-03-25 10:56:44
https://www.kampunginggris.id/mengenal-perbedaan-penggunaan-have-dan-has,77.0,1.74,1.34,0,0.445,2025-03-25 10:57:21
https://www.kampunginggris.id/pengetian-dan-contoh-riddle-dalam-bahasa-inggris,77.0,1.59,1.36,0,0.257,2025-03-25 10:57:58
https://www.kampunginggris.id/daftar-tempat-nongkrong-di-kampung-inggris-pare,77.0,2.75,2.35,0,0.335,2025-03-25 10:58:35
https://www.kampunginggris.id/kuasai-singkatan-bahasa-inggris-berikut-ini,70.0,2.58,2.37,0,0.298,2025-03-25 10:59:13
https://www.kampunginggris.id/lancar-bahasa-inggris-di-kampung-inggris,92.0,1.56,1.24,0,0.154,2025-03-25 10:59:48
https://www.kampunginggris.id/asking-for-information-dan-contoh-penerapannya,79.0,1.45,1.25,0,0.363,2025-03-25 11:00:25
https://www.kampunginggris.id/percakapan-bahasa-inggris-tentang-liburan,71.0,1.97,2.7,0,0.203,2025-03-25 11:01:01
https://www.kampunginggris.id/tips-untuk-membuat-polite-request-dalam-bahasa-inggris,83.0,1.15,1.0,0,0.318,2025-03-25 11:01:37
https://www.kampunginggris.id/tutornya-friendly-banget-jadi-enjoy-belajar-english-nya-sri-nadya-yuliani-from-makassar,94.0,1.47,1.19,0,0.116,2025-03-25 11:02:13
https://www.kampunginggris.id/penggunaan-ditransitive-verb-dan-lingking-verb,70.0,1.95,1.63,0,0.126,2025-03-25 11:02:48
https://www.kampunginggris.id/contoh-congratulation-dalam-situasi-formal-dan-kasual,86.0,1.77,1.6,0,0.227,2025-03-25 11:03:25
https://www.kampunginggris.id/orang-tua-belajar-bahasa-inggris-why-not,91.0,1.58,1.35,0,0.17,2025-03-25 11:04:02
https://www.kampunginggris.id/belajar-prepositions-definisi-penggunaan-dan-contohnya-lengkap,84.0,1.65,1.46,0,0.306,2025-03-25 11:04:42
https://www.kampunginggris.id/35-fakta-terbaru-kampung-inggris,70.0,1.86,2.6,0,2.084,2025-03-25 11:05:21
https://www.kampunginggris.id/uniknya-suasana-camp-kampung-inggris-pare,65.0,1.82,1.67,0,0.649,2025-03-25 11:05:58
https://www.kampunginggris.id/camp-english-area-di-kampung-inggris-pare,76.0,1.64,1.48,0,0.651,2025-03-25 11:06:35
https://www.kampunginggris.id/tempat-wisata-sekitaran-kampung-inggris-yang-bisa-ditempuh-menggunakan-sepeda,87.0,1.15,1.51,0,0.145,2025-03-25 11:07:10
https://www.kampunginggris.id/sepeda-ontel-alat-transportasi-di-kampung-inggris,75.0,1.16,1.54,0,0.286,2025-03-25 11:07:45
https://www.kampunginggris.id/budaya-unik-bersepeda-ontel-di-kampung-inggris-pare,74.0,1.87,2.54,0,0.291,2025-03-25 11:08:21
https://www.kampunginggris.id/gak-hanya-belajar-di-kampung-inggris-bisa-lancar-speaking-bak-turis,97.0,0.83,0.75,0,0.0,2025-03-25 11:09:09
https://www.kampunginggris.id/kampung-inggris-lc-tempat-tepat-melatih-kecakapan-bahasa-inggrismu,80.0,3.43,3.38,0,0.17,2025-03-25 11:10:00
https://www.kampunginggris.id/belajar-di-kampung-inggris-melatih-anak-hidup-mandiri,76.0,1.45,1.26,0,0.719,2025-03-25 11:10:35
https://www.kampunginggris.id/tips-ke-kampung-inggris-anti-nyasar,79.0,1.28,0.9,0,0.468,2025-03-25 11:11:09
https://www.kampunginggris.id/drama-malin-kondang-liburan-dan-hiburan-kampung-inggris,98.0,1.6,1.44,0,0.056,2025-03-25 11:11:46
https://www.kampunginggris.id/aktivitas-di-kampung-inggris-pare-kembali-bergeliat-setelah-libur-lebaran,86.0,1.57,2.61,0,0.182,2025-03-25 11:12:21
https://www.kampunginggris.id/camp-english-area-kampung-inggris-lc,77.0,1.69,2.51,0,0.426,2025-03-25 11:12:56
https://www.kampunginggris.id/kursus-kampung-inggris-lc-online-solusi-belajar-fleksibel-untuk-kamu,74.0,1.55,1.32,0,1.195,2025-03-25 11:13:32
https://www.kampunginggris.id/memilih-program-lc-kampung-inggris,76.0,1.49,1.07,0,0.441,2025-03-25 11:14:07
https://www.kampunginggris.id/600-daftar-lengkap-regular-dan-irregular-verb-dan-artinya,86.0,1.06,1.03,0,0.261,2025-03-25 11:14:42
https://www.kampunginggris.id/tempat-tes-toefl-yang-diakui-ets,75.0,1.57,1.38,0,0.812,2025-03-25 11:15:19
https://www.kampunginggris.id/contoh-tanya-jawab-bahasa-inggris,87.0,1.37,1.21,0,0.222,2025-03-25 11:15:55
https://www.kampunginggris.id/ucapan-selamat-ulang-tahun-selain-happy-birthday-bikin-bahasa-inggrismu-makin-keren,76.0,1.52,1.37,0,0.626,2025-03-25 11:16:30
https://www.kampunginggris.id/descriptive-text-destinasi-wisata-dalam-bahasa-inggris-beserta-contohnya,76.0,1.54,1.36,0,0.675,2025-03-25 11:17:07
https://www.kampunginggris.id/mengenal-struktur-descriptive-text-contohnya,81.0,1.88,1.66,0,0.317,2025-03-25 11:17:42
